abs_time,rel_time,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,ip_len,ttl,tcp_flags,tcp_flags_str,tcp_window,tcp_seq,tcp_ack,icmp_type,icmp_code,duration,src_bytes,flow_count,same_dst_count,same_srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,syn_count,fin_count,rst_count,psh_count
1773306142.6226,1.9844,192.168.93.59,192.168.93.59,6,80,57790,44,40,64,20,RST|ACK,0,0,7512,,,0.0001239776611328125,88,2,137,0,1,0.4964,0,1,1,0,1,0
1773306142.6228,1.9846,192.168.93.59,192.168.93.59,6,16596,80,44,40,64,2,SYN,8192,8815,0,,,0,44,1,138,69,1,0.5,0.5,0.5,1,0,0,0
1773306142.6229,1.9847,192.168.93.59,192.168.93.59,6,80,16596,44,40,64,20,RST|ACK,0,0,8816,,,0.00012183189392089844,88,2,139,0,1,0.4964,0,1,1,0,1,0
1773306142.6231,1.9849,192.168.93.59,192.168.93.59,6,33138,80,44,40,64,2,SYN,8192,6627,0,,,0,44,1,140,70,1,0.5,0.5,0.5,1,0,0,0
1773306142.6232,1.985,192.168.93.59,192.168.93.59,6,80,33138,44,40,64,20,RST|ACK,0,0,6628,,,0.000125885009765625,88,2,141,0,1,0.4965,0,1,1,0,1,0
1773306142.6234,1.9852,192.168.93.59,192.168.93.59,6,54084,80,44,40,64,2,SYN,8192,1956,0,,,0,44,1,142,71,1,0.5,0.5,0.5,1,0,0,0
1773306142.6235,1.9853,192.168.93.59,192.168.93.59,6,80,54084,44,40,64,20,RST|ACK,0,0,1957,,,0.0001239776611328125,88,2,143,0,1,0.4965,0,1,1,0,1,0
1773306142.6237,1.9855,192.168.93.59,192.168.93.59,6,47561,80,44,40,64,2,SYN,8192,6554,0,,,0,44,1,144,72,1,0.5,0.5,0.5,1,0,0,0
1773306142.6239,1.9857,192.168.93.59,192.168.93.59,6,80,47561,44,40,64,20,RST|ACK,0,0,6555,,,0.0001652240753173828,88,2,145,0,1,0.4966,0,1,1,0,1,0
1773306142.6241,1.9859,192.168.93.59,192.168.93.59,6,37284,80,44,40,64,2,SYN,8192,6152,0,,,0,44,1,146,73,1,0.5,0.5,0.5,1,0,0,0
1773306142.6242,1.986,192.168.93.59,192.168.93.59,6,80,37284,44,40,64,20,RST|ACK,0,0,6153,,,0.0001239776611328125,88,2,147,0,1,0.4966,0,1,1,0,1,0
1773306142.6244,1.9862,192.168.93.59,192.168.93.59,6,61850,80,44,40,64,2,SYN,8192,7162,0,,,0,44,1,148,74,1,0.5,0.5,0.5,1,0,0,0
1773306142.6245,1.9863,192.168.93.59,192.168.93.59,6,80,61850,44,40,64,20,RST|ACK,0,0,7163,,,0.00011539459228515625,88,2,149,0,1,0.4966,0,1,1,0,1,0
1773306142.6247,1.9865,192.168.93.59,192.168.93.59,6,12527,80,44,40,64,2,SYN,8192,1822,0,,,0,44,1,150,75,1,0.5,0.5,0.5,1,0,0,0
1773306142.6248,1.9866,192.168.93.59,192.168.93.59,6,80,12527,44,40,64,20,RST|ACK,0,0,1823,,,0.00012111663818359375,88,2,151,0,1,0.4967,0,1,1,0,1,0
1773306143,1.9868,192.168.93.59,192.168.93.59,6,59502,80,44,40,64,2,SYN,8192,8693,0,,,0,44,1,152,76,1,0.5,0.5,0.5,1,0,0,0
1773306142.6251,1.9869,192.168.93.59,192.168.93.59,6,80,59502,44,40,64,20,RST|ACK,0,0,8694,,,0.00012183189392089844,88,2,153,0,1,0.4967,0,1,1,0,1,0
1773306142.6253,1.9871,192.168.93.59,192.168.93.59,6,7197,80,44,40,64,2,SYN,8192,1395,0,,,0,44,1,154,77,1,0.5,0.5,0.5,1,0,0,0
1773306142.6254,1.9872,192.168.93.59,192.168.93.59,6,80,7197,44,40,64,20,RST|ACK,0,0,1396,,,0.0001270771026611328,88,2,155,0,1,0.4968,0,1,1,0,1,0
1773306142.6258,1.9876,192.168.93.59,192.168.93.59,6,52636,80,44,40,64,2,SYN,8192,6981,0,,,0,44,1,156,78,1,0.5,0.5,0.5,1,0,0,0
1773306142.6259,1.9877,192.168.93.59,192.168.93.59,6,80,52636,44,40,64,20,RST|ACK,0,0,6982,,,0.0001227855682373047,88,2,157,0,1,0.4968,0,1,1,0,1,0
1773306142.6261,1.9879,192.168.93.59,192.168.93.59,6,14618,80,44,40,64,2,SYN,8192,7471,0,,,0,44,1,158,79,1,0.5,0.5,0.5,1,0,0,0
1773306142.6262,1.988,192.168.93.59,192.168.93.59,6,80,14618,44,40,64,20,RST|ACK,0,0,7472,,,0.0001220703125,88,2,159,0,1,0.4969,0,1,1,0,1,0
1773306142.6264,1.9882,192.168.93.59,192.168.93.59,6,60720,80,44,40,64,2,SYN,8192,7561,0,,,0,44,1,160,80,1,0.5,0.5,0.5,1,0,0,0
1773306142.6265,1.9883,192.168.93.59,192.168.93.59,6,80,60720,44,40,64,20,RST|ACK,0,0,7562,,,0.0001232624053955078,88,2,161,0,1,0.4969,0,1,1,0,1,0
1773306142.6267,1.9885,192.168.93.59,192.168.93.59,6,21111,80,44,40,64,2,SYN,8192,2073,0,,,0,44,1,162,81,1,0.5,0.5,0.5,1,0,0,0
1773306142.6268,1.9886,192.168.93.59,192.168.93.59,6,80,21111,44,40,64,20,RST|ACK,0,0,2074,,,0.00012183189392089844,88,2,163,0,1,0.4969,0,1,1,0,1,0
1773306143,1.9888,192.168.93.59,192.168.93.59,6,10140,80,44,40,64,2,SYN,8192,7746,0,,,0,44,1,164,82,1,0.5,0.5,0.5,1,0,0,0
1773306142.6271,1.9889,192.168.93.59,192.168.93.59,6,80,10140,44,40,64,20,RST|ACK,0,0,7747,,,0.00012302398681640625,88,2,165,0,1,0.497,0,1,1,0,1,0
1773306142.6273,1.9891,192.168.93.59,192.168.93.59,6,3252,80,44,40,64,2,SYN,8192,5626,0,,,0,44,1,166,83,1,0.5,0.5,0.5,1,0,0,0
1773306142.6274,1.9892,192.168.93.59,192.168.93.59,6,80,3252,44,40,64,20,RST|ACK,0,0,5627,,,0.00012421607971191406,88,2,167,0,1,0.497,0,1,1,0,1,0
1773306142.6276,1.9894,192.168.93.59,192.168.93.59,6,57473,80,44,40,64,2,SYN,8192,2732,0,,,0,44,1,168,84,1,0.5,0.5,0.5,1,0,0,0
1773306142.6277,1.9895,192.168.93.59,192.168.93.59,6,80,57473,44,40,64,20,RST|ACK,0,0,2733,,,0.00012493133544921875,88,2,169,0,1,0.497,0,1,1,0,1,0
1773306143,1.9897,192.168.93.59,192.168.93.59,6,61178,80,44,40,64,2,SYN,8192,7961,0,,,0,44,1,170,85,1,0.5,0.5,0.5,1,0,0,0
1773306142.6281,1.9899,192.168.93.59,192.168.93.59,6,80,61178,44,40,64,20,RST|ACK,0,0,7962,,,0.0001537799835205078,88,2,171,0,1,0.4971,0,1,1,0,1,0
1773306142.6282,1.99,192.168.93.59,192.168.93.59,6,38022,80,44,40,64,2,SYN,8192,8918,0,,,0,44,1,172,86,1,0.5,0.5,0.5,1,0,0,0
1773306142.6284,1.9901,192.168.93.59,192.168.93.59,6,80,38022,44,40,64,20,RST|ACK,0,0,8919,,,0.00012493133544921875,88,2,173,0,1,0.4971,0,1,1,0,1,0
1773306142.6285,1.9903,192.168.93.59,192.168.93.59,6,30086,80,44,40,64,2,SYN,8192,8428,0,,,0,44,1,174,87,1,0.5,0.5,0.5,1,0,0,0
1773306142.6286,1.9904,192.168.93.59,192.168.93.59,6,80,30086,44,40,64,20,RST|ACK,0,0,8429,,,0.00011897087097167969,88,2,175,0,1,0.4971,0,1,1,0,1,0
1773306142.6289,1.9907,192.168.93.59,192.168.93.59,6,37717,80,44,40,64,2,SYN,8192,3280,0,,,0,44,1,176,88,1,0.5,0.5,0.5,1,0,0,0
1773306143,1.9908,192.168.93.59,192.168.93.59,6,80,37717,44,40,64,20,RST|ACK,0,0,3281,,,0.00013113021850585938,88,2,177,0,1,0.4972,0,1,1,0,1,0
1773306142.6292,1.991,192.168.93.59,192.168.93.59,6,17454,80,44,40,64,2,SYN,8192,4538,0,,,0,44,1,178,89,1,0.5,0.5,0.5,1,0,0,0
1773306142.6294,1.9912,192.168.93.59,192.168.93.59,6,80,17454,44,40,64,20,RST|ACK,0,0,4539,,,0.0001461505889892578,88,2,179,0,1,0.4972,0,1,1,0,1,0
1773306142.6295,1.9913,192.168.93.59,192.168.93.59,6,47451,80,44,40,64,2,SYN,8192,7957,0,,,0,44,1,180,90,1,0.5,0.5,0.5,1,0,0,0
1773306142.6297,1.9915,192.168.93.59,192.168.93.59,6,80,47451,44,40,64,20,RST|ACK,0,0,7958,,,0.00012612342834472656,88,2,181,0,1,0.4972,0,1,1,0,1,0
1773306142.6299,1.9917,192.168.93.59,192.168.93.59,6,16158,80,44,40,64,2,SYN,8192,4440,0,,,0,44,1,182,91,1,0.5,0.5,0.5,1,0,0,0
1773306143,1.9918,192.168.93.59,192.168.93.59,6,80,16158,44,40,64,20,RST|ACK,0,0,4441,,,0.00013017654418945312,88,2,183,0,1,0.4973,0,1,1,0,1,0
1773306142.6302,1.992,192.168.93.59,192.168.93.59,6,22346,80,44,40,64,2,SYN,8192,3440,0,,,0,44,1,184,92,1,0.5,0.5,0.5,1,0,0,0
1773306142.6303,1.9921,192.168.93.59,192.168.93.59,6,80,22346,44,40,64,20,RST|ACK,0,0,3441,,,0.0001308917999267578,88,2,185,0,1,0.4973,0,1,1,0,1,0
1773306142.6305,1.9923,192.168.93.59,192.168.93.59,6,49691,80,44,40,64,2,SYN,8192,2396,0,,,0,44,1,186,93,1,0.5,0.5,0.5,1,0,0,0
1773306142.6306,1.9924,192.168.93.59,192.168.93.59,6,80,49691,44,40,64,20,RST|ACK,0,0,2397,,,0.00013208389282226562,88,2,187,0,1,0.4973,0,1,1,0,1,0
1773306142.6308,1.9926,192.168.93.59,192.168.93.59,6,9536,80,44,40,64,2,SYN,8192,4485,0,,,0,44,1,188,94,1,0.5,0.5,0.5,1,0,0,0
1773306143,1.9927,192.168.93.59,192.168.93.59,6,80,9536,44,40,64,20,RST|ACK,0,0,4486,,,0.0001308917999267578,88,2,189,0,1,0.4974,0,1,1,0,1,0
1773306142.6311,1.9929,192.168.93.59,192.168.93.59,6,16254,80,44,40,64,2,SYN,8192,3586,0,,,0,44,1,190,95,1,0.5,0.5,0.5,1,0,0,0
1773306142.6312,1.993,192.168.93.59,192.168.93.59,6,80,16254,44,40,64,20,RST|ACK,0,0,3587,,,0.00012493133544921875,88,2,191,0,1,0.4974,0,1,1,0,1,0
1773306142.6314,1.9932,192.168.93.59,192.168.93.59,6,49575,80,44,40,64,2,SYN,8192,1474,0,,,0,44,1,192,96,1,0.5,0.5,0.5,1,0,0,0
1773306142.6315,1.9933,192.168.93.59,192.168.93.59,6,80,49575,44,40,64,20,RST|ACK,0,0,1475,,,0.00012183189392089844,88,2,193,0,1,0.4974,0,1,1,0,1,0
1773306142.6317,1.9935,192.168.93.59,192.168.93.59,6,30893,80,44,40,64,2,SYN,8192,5174,0,,,0,44,1,194,97,1,0.5,0.5,0.5,1,0,0,0
1773306142.6318,1.9936,192.168.93.59,192.168.93.59,6,80,30893,44,40,64,20,RST|ACK,0,0,5175,,,0.00012803077697753906,88,2,195,0,1,0.4974,0,1,1,0,1,0
1773306143,1.9938,192.168.93.59,192.168.93.59,6,19135,80,44,40,64,2,SYN,8192,5316,0,,,0,44,1,196,98,1,0.5,0.5,0.5,1,0,0,0
1773306142.6321,1.9939,192.168.93.59,192.168.93.59,6,80,19135,44,40,64,20,RST|ACK,0,0,5317,,,0.0001361370086669922,88,2,197,0,1,0.4975,0,1,1,0,1,0
1773306142.6325,1.9943,192.168.93.59,192.168.93.59,6,4993,80,44,40,64,2,SYN,8192,7528,0,,,0,44,1,198,99,1,0.5,0.5,0.5,1,0,0,0
1773306142.6327,1.9945,192.168.93.59,192.168.93.59,6,80,4993,44,40,64,20,RST|ACK,0,0,7529,,,0.00013208389282226562,88,2,199,0,1,0.4975,0,1,1,0,1,0
1773306142.6328,1.9946,192.168.93.59,192.168.93.59,6,1309,80,44,40,64,2,SYN,8192,7717,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306143,1.9948,192.168.93.59,192.168.93.59,6,80,1309,44,40,64,20,RST|ACK,0,0,7718,,,0.0001289844512939453,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6331,1.9949,192.168.93.59,192.168.93.59,6,56176,80,44,40,64,2,SYN,8192,5743,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6333,1.9951,192.168.93.59,192.168.93.59,6,80,56176,44,40,64,20,RST|ACK,0,0,5744,,,0.00012683868408203125,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6336,1.9954,192.168.93.59,192.168.93.59,6,58243,80,44,40,64,2,SYN,8192,1639,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6338,1.9956,192.168.93.59,192.168.93.59,6,80,58243,44,40,64,20,RST|ACK,0,0,1640,,,0.00017714500427246094,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6339,1.9957,192.168.93.59,192.168.93.59,6,54256,80,44,40,64,2,SYN,8192,8409,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306143,1.9958,192.168.93.59,192.168.93.59,6,80,54256,44,40,64,20,RST|ACK,0,0,8410,,,0.00012302398681640625,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6342,1.996,192.168.93.59,192.168.93.59,6,6657,80,44,40,64,2,SYN,8192,3741,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6343,1.9961,192.168.93.59,192.168.93.59,6,80,6657,44,40,64,20,RST|ACK,0,0,3742,,,0.00012230873107910156,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6345,1.9963,192.168.93.59,192.168.93.59,6,23141,80,44,40,64,2,SYN,8192,3308,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6346,1.9964,192.168.93.59,192.168.93.59,6,80,23141,44,40,64,20,RST|ACK,0,0,3309,,,0.00012993812561035156,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6347,1.9965,192.168.93.59,192.168.93.59,6,26948,80,44,40,64,2,SYN,8192,2387,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6348,1.9966,192.168.93.59,192.168.93.59,6,80,26948,44,40,64,20,RST|ACK,0,0,2388,,,0.00012111663818359375,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306143,1.9968,192.168.93.59,192.168.93.59,6,12111,80,44,40,64,2,SYN,8192,6913,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6351,1.9969,192.168.93.59,192.168.93.59,6,80,12111,44,40,64,20,RST|ACK,0,0,6914,,,0.0001270771026611328,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6352,1.997,192.168.93.59,192.168.93.59,6,8201,80,44,40,64,2,SYN,8192,3774,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6354,1.9972,192.168.93.59,192.168.93.59,6,80,8201,44,40,64,20,RST|ACK,0,0,3775,,,0.00013899803161621094,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6356,1.9974,192.168.93.59,192.168.93.59,6,35223,80,44,40,64,2,SYN,8192,3110,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6357,1.9975,192.168.93.59,192.168.93.59,6,80,35223,44,40,64,20,RST|ACK,0,0,3111,,,0.00016999244689941406,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6359,1.9977,192.168.93.59,192.168.93.59,6,33122,80,44,40,64,2,SYN,8192,4895,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6361,1.9979,192.168.93.59,192.168.93.59,6,80,33122,44,40,64,20,RST|ACK,0,0,4896,,,0.00013589859008789062,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6363,1.9981,192.168.93.59,192.168.93.59,6,4615,80,44,40,64,2,SYN,8192,1151,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6364,1.9982,192.168.93.59,192.168.93.59,6,80,4615,44,40,64,20,RST|ACK,0,0,1152,,,0.00012993812561035156,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6366,1.9984,192.168.93.59,192.168.93.59,6,50359,80,44,40,64,2,SYN,8192,7228,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6367,1.9985,192.168.93.59,192.168.93.59,6,80,50359,44,40,64,20,RST|ACK,0,0,7229,,,0.00012612342834472656,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6369,1.9987,192.168.93.59,192.168.93.59,6,55916,80,44,40,64,2,SYN,8192,6900,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306143,1.9988,192.168.93.59,192.168.93.59,6,80,55916,44,40,64,20,RST|ACK,0,0,6901,,,0.0001239776611328125,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6375,1.9993,192.168.93.59,192.168.93.59,6,44863,80,44,40,64,2,SYN,8192,3574,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6376,1.9994,192.168.93.59,192.168.93.59,6,80,44863,44,40,64,20,RST|ACK,0,0,3575,,,0.0001380443572998047,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6378,1.9996,192.168.93.59,192.168.93.59,6,38829,80,44,40,64,2,SYN,8192,7188,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6379,1.9997,192.168.93.59,192.168.93.59,6,80,38829,44,40,64,20,RST|ACK,0,0,7189,,,0.0001308917999267578,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6382,2,192.168.93.59,192.168.93.59,6,9685,80,44,40,64,2,SYN,8192,4861,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6383,2.0001,192.168.93.59,192.168.93.59,6,80,9685,44,40,64,20,RST|ACK,0,0,4862,,,0.00013709068298339844,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6385,2.0003,192.168.93.59,192.168.93.59,6,51419,80,44,40,64,2,SYN,8192,7563,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6386,2.0004,192.168.93.59,192.168.93.59,6,80,51419,44,40,64,20,RST|ACK,0,0,7564,,,0.000125885009765625,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6388,2.0006,192.168.93.59,192.168.93.59,6,59366,80,44,40,64,2,SYN,8192,5811,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306143,2.0008,192.168.93.59,192.168.93.59,6,80,59366,44,40,64,20,RST|ACK,0,0,5812,,,0.00013303756713867188,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6392,2.001,192.168.93.59,192.168.93.59,6,34564,80,44,40,64,2,SYN,8192,5358,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6393,2.0011,192.168.93.59,192.168.93.59,6,80,34564,44,40,64,20,RST|ACK,0,0,5359,,,0.00013017654418945312,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6395,2.0013,192.168.93.59,192.168.93.59,6,3902,80,44,40,64,2,SYN,8192,6615,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6396,2.0014,192.168.93.59,192.168.93.59,6,80,3902,44,40,64,20,RST|ACK,0,0,6616,,,0.0001270771026611328,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6401,2.0019,192.168.93.59,192.168.93.59,6,49212,80,44,40,64,2,SYN,8192,1489,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6402,2.002,192.168.93.59,192.168.93.59,6,80,49212,44,40,64,20,RST|ACK,0,0,1490,,,0.00011897087097167969,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6404,2.0022,192.168.93.59,192.168.93.59,6,10297,80,44,40,64,2,SYN,8192,1553,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6405,2.0023,192.168.93.59,192.168.93.59,6,80,10297,44,40,64,20,RST|ACK,0,0,1554,,,0.00011992454528808594,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6406,2.0024,192.168.93.59,192.168.93.59,6,6762,80,44,40,64,2,SYN,8192,8670,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6408,2.0026,192.168.93.59,192.168.93.59,6,80,6762,44,40,64,20,RST|ACK,0,0,8671,,,0.00012421607971191406,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6409,2.0027,192.168.93.59,192.168.93.59,6,1483,80,44,40,64,2,SYN,8192,6546,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6411,2.0029,192.168.93.59,192.168.93.59,6,80,1483,44,40,64,20,RST|ACK,0,0,6547,,,0.0001251697540283203,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6412,2.003,192.168.93.59,192.168.93.59,6,20532,80,44,40,64,2,SYN,8192,3910,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6414,2.0032,192.168.93.59,192.168.93.59,6,80,20532,44,40,64,20,RST|ACK,0,0,3911,,,0.0001220703125,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6415,2.0033,192.168.93.59,192.168.93.59,6,63271,80,44,40,64,2,SYN,8192,7607,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6417,2.0035,192.168.93.59,192.168.93.59,6,80,63271,44,40,64,20,RST|ACK,0,0,7608,,,0.00012302398681640625,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6419,2.0037,192.168.93.59,192.168.93.59,6,64311,80,44,40,64,2,SYN,8192,1930,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306143,2.0038,192.168.93.59,192.168.93.59,6,80,64311,44,40,64,20,RST|ACK,0,0,1931,,,0.00011992454528808594,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6422,2.004,192.168.93.59,192.168.93.59,6,5002,80,44,40,64,2,SYN,8192,7885,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6423,2.0041,192.168.93.59,192.168.93.59,6,80,5002,44,40,64,20,RST|ACK,0,0,7886,,,0.00012373924255371094,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6425,2.0043,192.168.93.59,192.168.93.59,6,3193,80,44,40,64,2,SYN,8192,3790,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6426,2.0044,192.168.93.59,192.168.93.59,6,80,3193,44,40,64,20,RST|ACK,0,0,3791,,,0.00012803077697753906,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6428,2.0045,192.168.93.59,192.168.93.59,6,13655,80,44,40,64,2,SYN,8192,1290,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6429,2.0047,192.168.93.59,192.168.93.59,6,80,13655,44,40,64,20,RST|ACK,0,0,1291,,,0.00011897087097167969,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6431,2.0049,192.168.93.59,192.168.93.59,6,41784,80,44,40,64,2,SYN,8192,3620,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6432,2.005,192.168.93.59,192.168.93.59,6,80,41784,44,40,64,20,RST|ACK,0,0,3621,,,0.00012063980102539062,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6434,2.0052,192.168.93.59,192.168.93.59,6,6915,80,44,40,64,2,SYN,8192,8017,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6435,2.0053,192.168.93.59,192.168.93.59,6,80,6915,44,40,64,20,RST|ACK,0,0,8018,,,0.00012922286987304688,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6437,2.0055,192.168.93.59,192.168.93.59,6,19977,80,44,40,64,2,SYN,8192,7184,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6439,2.0057,192.168.93.59,192.168.93.59,6,80,19977,44,40,64,20,RST|ACK,0,0,7185,,,0.00019621849060058594,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6441,2.0059,192.168.93.59,192.168.93.59,6,16383,80,44,40,64,2,SYN,8192,2816,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6442,2.006,192.168.93.59,192.168.93.59,6,80,16383,44,40,64,20,RST|ACK,0,0,2817,,,0.0001308917999267578,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6444,2.0062,192.168.93.59,192.168.93.59,6,33052,80,44,40,64,2,SYN,8192,5202,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6445,2.0063,192.168.93.59,192.168.93.59,6,80,33052,44,40,64,20,RST|ACK,0,0,5203,,,0.0001308917999267578,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306142.6447,2.0065,192.168.93.59,192.168.93.59,6,60028,80,44,40,64,2,SYN,8192,6210,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6448,2.0066,192.168.93.59,192.168.93.59,6,80,60028,44,40,64,20,RST|ACK,0,0,6211,,,0.00012493133544921875,88,2,200,0,1,0.5,0,1,1,0,1,0
1773306143,2.0068,192.168.93.59,192.168.93.59,6,44849,80,44,40,64,2,SYN,8192,1081,0,,,0,44,1,200,100,1,0.5,0.5,0.5,1,0,0,0
1773306142.6452,2.007,192.168.93.59,192.168.93.59,6,80,44849,44,40,64,20,RST|ACK,0,0,1082,,,0.00013709068298339844,88,2,200,0,1,0.5,0,1,1,0,1,0
